Appl_Type,Appl_No,Product_No,Exclusivity_Code,Exclusivity_Date
N,218160,3,M-311,27-Sep-27
N,218160,3,M-312,27-Sep-27
N,218160,3,ODE*,29-May-31
N,218160,3,ODE*,29-May-31
N,218160,3,ODE*,21-Sep-29
N,218160,3,ODE*,08-May-27
N,218160,3,ODE*,21-Sep-29
N,218160,3,ODE*,08-May-27
N,218160,3,ODE*,08-May-27
N,218160,3,ODE*,29-May-31
N,218160,4,M-311,27-Sep-27
N,218160,4,M-312,27-Sep-27
N,218160,4,ODE*,21-Sep-29
N,218160,4,ODE*,08-May-27
N,218160,4,ODE*,08-May-27
N,218160,4,ODE*,29-May-31
N,218160,4,ODE*,08-May-27
N,218160,4,ODE*,29-May-31
N,218160,4,ODE*,29-May-31
N,218160,4,ODE*,21-Sep-29
N,218171,1,NCE,18-Dec-29
N,218171,2,NCE,18-Dec-29
N,218197,1,NCE,16-Nov-28
N,218197,2,NCE,16-Nov-28
N,218201,1,NP,24-Feb-28
N,218213,1,NCE,15-Nov-28
N,218213,1,ODE-455,15-Nov-30
N,218213,1,ODE-483,13-Jun-31
N,218213,2,NCE,15-Nov-28
N,218213,2,ODE*,15-Nov-30
N,218213,2,ODE-483,13-Jun-31
N,218230,1,I-978,11-Dec-28
N,218230,1,NCE,25-Mar-30
A,218271,1,PC,21-Feb-26
A,218271,2,PC,21-Feb-26
A,218273,1,CGT,02-Jun-26
N,218275,1,NCE,03-Apr-29
N,218276,1,I-949,07-Aug-27
N,218276,1,I-963,20-Mar-28
N,218276,1,NCE,05-Dec-28
N,218276,1,ODE-456,05-Dec-30
N,218316,1,I-935,08-Mar-27
N,218316,1,NP,22-Dec-28
N,218316,2,I-935,08-Mar-27
N,218316,2,NP,22-Dec-28
N,218316,3,I-935,08-Mar-27
N,218316,3,NP,22-Dec-28
N,218316,4,I-935,08-Mar-27
N,218316,4,NP,22-Dec-28
N,218347,1,NP,26-Apr-27
N,218347,1,ODE-481,26-Apr-31
N,218390,1,I-925,18-Aug-26
N,218390,2,I-925,18-Aug-26
N,218390,3,I-925,18-Aug-26
A,218391,1,CGT,22-Mar-26
N,218436,1,NCE,30-Sep-30
N,218490,1,NP,22-Mar-27
N,218490,1,ODE-475,22-Mar-31
N,218490,2,NP,22-Mar-27
N,218490,2,ODE-475,22-Mar-31
N,218550,1,NP,20-Oct-26
N,218550,1,ODE*,15-Aug-26
N,218550,1,ODE*,15-Aug-26
N,218550,1,ODE-448,20-Oct-30
N,218571,1,NCE,12-Dec-30
N,218585,1,NCE,31-Jul-30
N,218590,1,NP,07-Aug-27
N,218614,1,ODE-515,19-Dec-31
N,218643,1,NP,15-Aug-28
N,218709,1,NCE,26-Apr-29
N,218709,1,ODE-480,26-Apr-31
N,218718,1,NP,22-Jul-27
N,218730,1,NCE,20-Dec-29
N,218730,2,NCE,20-Dec-29
N,218764,1,I-979,19-Dec-28
N,218764,1,NCE,07-Oct-30
N,218764,2,I-979,19-Dec-28
N,218764,2,NCE,07-Oct-30
N,218784,1,NCE,06-Aug-29
N,218784,1,ODE-491,06-Aug-31
N,218784,2,NCE,06-Aug-29
N,218784,2,ODE-491,06-Aug-31
N,218785,1,I-817,19-Jan-26
N,218785,1,I-936,07-Mar-27
N,218785,1,ODE*,14-Sep-28
N,218785,1,ODE*,14-Nov-26
N,218785,1,ODE*,31-Aug-28
N,218785,1,ODE*,07-Mar-31
N,218785,1,ODE*,19-Jan-30
N,218808,1,NCE,13-Dec-29
N,218808,1,ODE-503,13-Dec-31
N,218808,2,NCE,13-Dec-29
N,218808,2,ODE-503,13-Dec-31
N,218808,3,NCE,13-Dec-29
N,218808,3,ODE-503,13-Dec-31
A,218813,1,CGT,18-Apr-26
N,218820,1,NCE,13-Dec-29
N,218820,1,ODE-503,13-Dec-31
A,218853,1,CGT,18-Jan-26
A,218853,2,CGT,18-Jan-26
N,218860,1,NCE,10-Jun-29
N,218860,1,ODE-486,10-Jun-31
N,218881,1,NCE,25-Sep-30
N,218944,1,NCE,15-Nov-29
N,218944,1,ODE-502,15-Nov-31
N,218944,1,ODE-504,15-Nov-31
N,218944,1,ODE-505,15-Nov-31
N,218944,2,NCE,15-Nov-29
N,218944,2,ODE-502,15-Nov-31
N,218944,2,ODE-504,15-Nov-31
N,218944,2,ODE-505,15-Nov-31
N,218944,3,NCE,15-Nov-29
N,218944,3,ODE-502,15-Nov-31
N,218944,3,ODE-504,15-Nov-31
N,218944,3,ODE-505,15-Nov-31
N,219008,1,NCE,19-Aug-29
N,219008,2,NCE,19-Aug-29
N,219015,1,NP,01-Nov-27
N,219016,1,NP,15-Mar-27
N,219019,1,NCE,28-Mar-30
N,219019,1,ODE-510,28-Mar-32
N,219019,1,ODE-511,28-Mar-32
N,219019,2,NCE,28-Mar-30
N,219019,2,ODE-510,28-Mar-32
N,219019,2,ODE-511,28-Mar-32
N,219042,1,NCE,08-Aug-30
N,219070,1,NCE,25-Sep-30
N,219070,2,NCE,25-Sep-30
N,219083,1,NCE,19-Dec-30
N,219083,2,NCE,19-Dec-30
N,219083,3,NCE,19-Dec-30
N,219083,4,NCE,19-Dec-30
N,219104,1,NP,30-Aug-27
N,219104,1,ODE*,05-Jun-30
N,219104,1,ODE-495,30-Aug-31
N,219104,1,ODE-497,30-Aug-31
N,219104,2,NP,30-Aug-27
N,219104,2,ODE*,05-Jun-30
N,219104,2,ODE-495,30-Aug-31
N,219104,2,ODE-497,30-Aug-31
N,219132,1,NCE,24-Sep-29
N,219132,1,ODE-498,24-Sep-31
N,219155,1,NCE,23-Jul-30
N,219164,1,ODE-516,27-Feb-33
N,219164,2,ODE-516,27-Feb-33
N,219164,3,ODE-516,27-Feb-33
N,219208,1,NCE,02-Apr-30
N,219209,1,NCE,30-Jan-30
N,219249,1,NCE,10-Oct-29
N,219249,2,NCE,10-Oct-29
A,219265,1,CGT,19-May-26
A,219265,2,CGT,19-May-26
A,219265,3,CGT,19-May-26
N,219285,1,M-270,03-Oct-26
N,219301,1,NCE,03-Jul-30
N,219304,1,NCE,14-Feb-30
N,219304,2,NCE,14-Feb-30
N,219304,3,NCE,14-Feb-30
N,219379,1,NCE,11-Feb-30
N,219379,1,ODE-488,11-Feb-32
N,219389,1,NCE,11-Feb-30
N,219389,1,ODE-488,11-Feb-32
N,219389,2,NCE,11-Feb-30
N,219389,2,ODE-488,11-Feb-32
N,219423,1,NP,05-Jun-28
N,219423,2,NP,05-Jun-28
N,219423,3,NP,05-Jun-28
N,219428,1,NP,15-Aug-28
N,219469,1,NCE,24-Oct-30
N,219474,1,NCE,12-Feb-31
N,219485,1,I-938,13-Mar-27
N,219485,1,NCE,29-Sep-26
N,219485,2,I-938,13-Mar-27
N,219485,2,NCE,29-Sep-26
N,219485,3,I-938,13-Mar-27
N,219485,3,NCE,29-Sep-26
N,219485,4,I-938,13-Mar-27
N,219485,4,NCE,29-Sep-26
N,219488,1,NP,21-Feb-28
N,219491,1,NCE,12-Dec-30
N,219616,1,NCE,08-May-30
N,219666,1,NCE,28-Jul-30
N,219666,2,NCE,28-Jul-30
N,219683,1,NP,09-Sep-28
N,219685,1,NCE,29-Aug-30
N,219696,1,NP,24-Jul-28
N,219713,1,NCE,11-Jun-30
N,219745,1,NS,25-Aug-28
N,219776,1,NP,11-Dec-28
N,219776,2,NP,11-Dec-28
N,219776,3,NP,11-Dec-28
N,219776,4,NP,11-Dec-28
A,219777,1,CGT,01-Feb-26
A,219777,4,CGT,01-Feb-26
N,219792,1,NCE,03-Nov-30
N,219839,1,NCE,02-Jul-30
N,219839,2,NCE,02-Jul-30
N,219868,1,NP,16-Oct-28
N,219868,2,NP,16-Oct-28
N,219876,1,NCE,06-Aug-30
N,219884,1,NCE,10-Mar-28
N,219884,1,ODE*,10-Mar-30
N,219884,2,NCE,10-Mar-28
N,219884,2,ODE*,10-Mar-30
N,219884,3,NCE,10-Mar-28
N,219884,3,ODE*,10-Mar-30
N,219910,1,NP,17-Oct-28
A,219922,1,CGT,06-May-26
N,219943,1,NP,10-Sep-28
N,219943,1,NPP,19-Nov-28
N,219943,1,ODE*,10-Apr-27
N,219943,2,NP,10-Sep-28
N,219943,2,NPP,19-Nov-28
N,219943,2,ODE*,10-Apr-27
N,219972,1,NCE,19-Nov-30
N,220018,1,NCE,22-Dec-27
N,220018,1,NP,18-Jun-28
N,220020,1,NCE,22-Dec-27
N,220020,1,NP,18-Jun-28
N,220073,1,NP,17-Apr-28
N,220142,1,NP,28-Jan-29
N,220152,1,NCE,30-Dec-30
N,220305,1,NCE,13-Nov-30
N,212477,1,ODE-262,28-Aug-26
N,212477,1,ODE-263,28-Aug-26
N,212477,1,ODE-264,28-Aug-26
N,212477,2,ODE-262,28-Aug-26
N,212477,2,ODE-263,28-Aug-26
N,212477,2,ODE-264,28-Aug-26
N,207500,1,PED,06-Sep-22
N,207501,1,PED,06-Sep-22
N,206947,1,PED,15-Feb-26
N,206947,2,PED,15-Feb-26
N,207925,1,PED,29-Oct-26
N,207925,2,PED,29-Oct-26
N,207925,3,PED,29-Oct-26
N,205832,1,PED,06-Mar-27
N,205832,2,PED,06-Mar-27
N,209394,1,PED,30-Oct-26
N,209394,1,PED,30-Oct-26
N,209964,1,PED,22-Oct-26
N,205437,1,PED,19-Jan-27
N,205437,2,PED,19-Jan-27
N,205437,3,PED,19-Jan-27
N,21196,1,PED,26-Apr-26
N,21986,1,PED,21-Jun-26
N,21986,2,PED,21-Jun-26
N,21986,3,PED,21-Jun-26
N,21986,4,PED,21-Jun-26
N,21986,5,PED,21-Jun-26
N,21986,6,PED,21-Jun-26
N,202192,1,PED,24-Nov-26
N,202192,2,PED,24-Nov-26
N,202192,3,PED,24-Nov-26
N,202192,4,PED,24-Nov-26
N,202192,5,PED,24-Nov-26
N,208341,1,PED,19-Sep-27
N,208341,2,PED,19-Sep-27
N,214094,1,PED,03-Jun-28
N,214094,2,PED,03-Jun-28
N,203188,1,PED,21-Jun-28
N,207500,1,PED,06-Sep-22
N,212102,1,PED,25-Dec-27
N,209401,1,PED,30-Sep-28
N,212690,1,PED,21-Jan-28
N,207925,1,PED,21-Jun-28
N,207925,2,PED,21-Jun-28
N,207925,3,PED,21-Jun-28
N,213246,1,PED,08-Nov-27
N,213246,2,PED,08-Nov-27
N,214787,1,PED,22-Apr-26
N,214787,2,PED,22-Apr-26
N,204026,1,PED,14-Nov-27
N,204026,1,PED,14-Nov-27
N,204026,2,PED,14-Nov-27
N,204026,2,PED,14-Nov-27
N,204026,3,PED,14-Nov-27
N,204026,3,PED,14-Nov-27
N,204026,4,PED,14-Nov-27
N,204026,4,PED,14-Nov-27
N,213246,1,PED,08-Nov-27
N,213246,1,PED,08-Nov-27
N,213246,2,PED,08-Nov-27
N,213246,2,PED,08-Nov-27
N,207501,1,PED,06-Sep-22
N,217729,1,PED,26-Mar-31
N,217729,2,PED,26-Mar-31
N,203341,1,PED,26-Mar-31
N,203341,2,PED,26-Mar-31
N,203341,3,PED,26-Mar-31
N,213246,1,PED,27-Mar-28
N,213246,2,PED,27-Mar-28
N,218160,1,PED,27-Mar-28
N,218160,2,PED,27-Mar-28
N,218160,3,PED,27-Mar-28
N,218160,4,PED,27-Mar-28
N,213246,1,PED,27-Mar-28
N,213246,2,PED,27-Mar-28
N,218160,1,PED,27-Mar-28
N,218160,2,PED,27-Mar-28
N,218160,3,PED,27-Mar-28
N,218160,4,PED,27-Mar-28
N,217514,1,PED,16-Sep-30
N,213246,1,PED,29-Nov-31
N,213246,2,PED,29-Nov-31
N,218490,1,PED,22-Sep-27
N,218490,2,PED,22-Sep-27
N,219884,1,PED,10-Sep-28
N,219884,1,PED,10-Sep-30
N,219884,2,PED,10-Sep-28
N,219884,2,PED,10-Sep-30
N,219884,3,PED,10-Sep-30
N,219884,3,PED,10-Sep-28
N,202811,1,PED,04-May-29
N,22225,1,PED,12-Jun-28
N,22225,2,PED,12-Jun-28
N,202293,1,PED,08-Nov-26
N,202293,2,PED,08-Nov-26
N,201532,1,PED,13-Mar-26
N,205109,1,PED,01-Jan-28
N,213246,1,PED,29-Nov-31
N,213246,2,PED,29-Nov-31
N,213246,1,PED,29-Nov-31
N,213246,2,PED,29-Nov-31
N,203214,1,PED,21-Aug-28
N,213082,1,PED,21-Aug-28
N,202806,1,PED,16-Sep-30
N,202806,2,PED,16-Sep-30
N,202192,1,PED,19-Jun-26
N,202192,2,PED,19-Jun-26
N,202192,3,PED,19-Jun-26
N,202192,4,PED,19-Jun-26
N,202192,5,PED,19-Jun-26
N,205422,1,PED,08-Nov-27
N,205422,2,PED,08-Nov-27
N,205422,3,PED,08-Nov-27
N,205422,4,PED,08-Nov-27
N,205422,5,PED,08-Nov-27
N,205422,6,PED,08-Nov-27
N,211358,1,PED,02-Mar-30
N,211358,2,PED,02-Mar-30
N,211358,3,PED,02-Mar-30
N,213246,1,PED,21-Mar-30
N,213246,2,PED,21-Mar-30
N,215110,1,PED,10-Dec-28
N,209394,1,PED,10-Dec-28
N,204447,1,PED,23-Feb-27
N,204447,2,PED,23-Feb-27
N,204447,4,PED,23-Feb-27
N,205422,1,PED,10-Nov-26
N,205422,2,PED,10-Nov-26
N,205422,3,PED,10-Nov-26
N,205422,4,PED,10-Nov-26
N,205422,5,PED,10-Nov-26
N,205422,6,PED,10-Nov-26
N,215413,1,PED,15-Dec-26
N,205551,1,PED,15-Dec-26
N,201281,1,PED,20-Dec-26
N,201281,2,PED,20-Dec-26
N,201281,3,PED,20-Dec-26
N,208026,1,PED,20-Dec-26
N,208026,2,PED,20-Dec-26
N,201280,1,PED,20-Dec-26
N,204629,1,PED,20-Dec-26
N,204629,2,PED,20-Dec-26
N,206111,1,PED,20-Dec-26
N,206111,2,PED,20-Dec-26
N,206111,3,PED,20-Dec-26
N,206111,4,PED,20-Dec-26
N,208658,1,PED,20-Dec-26
N,208658,2,PED,20-Dec-26
N,208658,3,PED,20-Dec-26
N,208658,4,PED,20-Dec-26
N,204447,3,PED,23-Feb-27
N,204410,1,PED,28-Aug-28
N,204114,1,PED,16-Sep-26
N,204114,2,PED,16-Sep-26
N,204114,3,PED,16-Sep-26
N,207925,4,PED,03-Nov-30
N,207925,5,PED,03-Nov-30
N,213246,1,PED,21-Mar-30
N,213246,2,PED,21-Mar-30
N,214187,1,PED,10-Dec-28
N,203794,1,PED,03-Jan-27
N,22304,1,PED,03-Jan-27
N,22304,2,PED,03-Jan-27
N,22304,3,PED,03-Jan-27
N,207501,1,PED,08-Jun-31
N,207500,1,PED,08-Jun-31
N,207500,2,PED,08-Jun-31
N,217513,1,PED,16-Sep-30
N,204114,1,PED,16-Sep-30
N,204114,2,PED,16-Sep-30
N,204114,3,PED,16-Sep-30
N,217513,1,PED,16-Sep-26
N,207103,1,PED,16-Mar-29
N,207103,2,PED,16-Mar-29
N,207103,3,PED,16-Mar-29
N,212436,1,PED,16-Mar-29
N,212436,2,PED,16-Mar-29
N,212436,3,PED,16-Mar-29
N,202022,1,PED,15-Sep-27
N,219016,1,PED,15-Sep-27
N,217514,1,PED,16-Sep-26
N,202806,1,PED,16-Sep-26
N,202806,2,PED,16-Sep-26
N,207500,1,PED,08-Jun-27
N,207500,2,PED,08-Jun-27
N,207500,2,PED,06-Sep-22
N,217003,1,PED,24-Feb-30
N,205552,1,PED,24-Feb-30
N,205552,2,PED,24-Feb-30
N,210563,1,PED,24-Feb-30
N,210563,2,PED,24-Feb-30
N,210563,3,PED,24-Feb-30
N,210563,4,PED,24-Feb-30
N,217026,1,PED,10-Sep-30
N,207500,1,PED,08-Jun-31
N,207500,2,PED,08-Jun-31
N,202293,1,PED,12-Dec-27
N,202293,2,PED,12-Dec-27
N,205649,1,PED,12-Dec-27
N,205649,2,PED,12-Dec-27
N,205649,3,PED,12-Dec-27
N,205649,4,PED,12-Dec-27
N,205649,5,PED,12-Dec-27
N,213246,1,PED,29-Nov-27
N,213246,2,PED,29-Nov-27
N,208700,1,PED,23-Oct-27
N,206947,1,PED,03-Oct-27
N,206947,2,PED,03-Oct-27
N,205437,1,PED,25-Oct-27
N,205437,2,PED,25-Oct-27
N,205437,3,PED,25-Oct-27
N,208700,1,PED,23-Oct-31
N,207925,4,PED,03-Nov-26
N,207925,5,PED,03-Nov-26
N,218490,1,PED,22-Sep-31
N,218490,2,PED,22-Sep-31
N,206192,1,PED,28-Jan-26
N,217003,1,PED,24-Feb-26
N,205552,1,PED,24-Feb-26
N,205552,2,PED,24-Feb-26
N,210563,1,PED,24-Feb-26
N,210563,2,PED,24-Feb-26
N,210563,3,PED,24-Feb-26
N,210563,4,PED,24-Feb-26
N,204042,1,PED,18-Jun-28
N,204042,2,PED,18-Jun-28
N,204353,1,PED,18-Jun-28
N,204353,2,PED,18-Jun-28
N,204353,3,PED,18-Jun-28
N,204353,4,PED,18-Jun-28
N,205879,1,PED,18-Jun-28
N,205879,2,PED,18-Jun-28
N,205879,3,PED,18-Jun-28
N,205879,4,PED,18-Jun-28
N,211358,1,PED,13-Jun-28
N,211358,2,PED,13-Jun-28
N,211358,3,PED,13-Jun-28
N,207501,1,PED,08-Jun-27
N,207501,1,PED,08-Jun-31
N,214187,2,PED,19-Sep-27
N,22068,1,PED,23-Mar-29
N,22068,2,PED,23-Mar-29
N,22068,3,PED,23-Mar-29
N,217729,1,PED,26-Mar-27
N,217729,2,PED,26-Mar-27
N,217026,1,PED,10-Sep-28
N,204275,1,PED,13-Nov-26
N,204275,3,PED,13-Nov-26
N,219776,1,PED,11-Jun-29
N,219776,2,PED,11-Jun-29
N,219776,3,PED,11-Jun-29
N,219776,4,PED,11-Jun-29
N,207925,1,PED,22-Nov-28
N,207925,2,PED,22-Nov-28
N,207925,3,PED,22-Nov-28
N,207925,4,PED,22-Nov-28
N,207925,5,PED,22-Nov-28
N,218160,1,PED,29-Nov-31
N,218160,1,PED,29-Nov-31
N,218160,2,PED,29-Nov-31
N,218160,2,PED,29-Nov-31
N,218160,3,PED,29-Nov-31
N,218160,3,PED,29-Nov-31
N,218160,4,PED,29-Nov-31
N,218160,4,PED,29-Nov-31
N,218160,1,PED,29-Nov-31
N,218160,2,PED,29-Nov-31
N,218160,3,PED,29-Nov-31
N,218160,4,PED,29-Nov-31
N,218160,1,PED,21-Mar-30
N,218160,2,PED,21-Mar-30
N,218160,3,PED,21-Mar-30
N,218160,4,PED,21-Mar-30
N,218160,1,PED,21-Mar-30
N,218160,1,PED,08-Nov-27
N,218160,2,PED,21-Mar-30
N,218160,2,PED,08-Nov-27
N,218160,3,PED,08-Nov-27
N,218160,3,PED,21-Mar-30
N,218160,4,PED,21-Mar-30
N,218160,4,PED,08-Nov-27
N,202155,1,PED,17-Oct-28
N,202155,2,PED,17-Oct-28
N,202155,3,PED,17-Oct-28
N,220073,1,PED,17-Oct-28
N,218160,1,PED,08-Nov-27
N,218160,2,PED,08-Nov-27
N,218160,3,PED,08-Nov-27
N,218160,4,PED,08-Nov-27
N,218160,1,PED,08-Nov-27
N,218160,2,PED,08-Nov-27
N,218160,3,PED,08-Nov-27
N,218160,4,PED,08-Nov-27
N,202714,1,PED,22-Nov-28
N,202714,2,PED,22-Nov-28
N,202714,3,PED,22-Nov-28
N,205437,1,PED,20-Jan-27
N,205437,2,PED,20-Jan-27
N,205437,3,PED,20-Jan-27
N,215309,1,PED,18-Jan-26
N,212102,1,PED,25-Sep-29
N,202192,1,PED,22-Mar-29
N,202192,2,PED,22-Mar-29
N,202192,3,PED,22-Mar-29
N,202192,4,PED,22-Mar-29
N,202192,5,PED,22-Mar-29
N,210745,1,PED,19-Jan-27
N,210745,1,PED,20-Jan-27
N,214787,1,PED,13-Jan-27
N,214787,2,PED,13-Jan-27
N,203341,1,PED,26-Mar-27
N,203341,2,PED,26-Mar-27
N,203341,3,PED,26-Mar-27
N,207500,1,GAIN,06-Sep-27
N,207501,1,GAIN,06-Sep-27
N,208611,1,GAIN,19-Jun-27
N,208610,1,GAIN,19-Jun-27
N,210303,1,GAIN,25-Jun-28
N,211109,1,GAIN,27-Aug-28
N,209363,1,GAIN,15-Sep-27
N,209816,1,GAIN,02-Oct-28
N,209817,1,GAIN,02-Oct-28
N,207356,1,GAIN,28-Sep-30
N,209445,1,GAIN,14-Nov-29
N,212862,1,GAIN,14-Aug-29
N,211673,1,GAIN,19-Aug-29
N,211672,1,GAIN,19-Aug-29
N,207500,1,GAIN,06-Sep-27
N,209776,1,GAIN,29-Aug-27
N,214900,1,GAIN,01-Jun-31
N,207501,1,GAIN,06-Sep-27
N,212819,1,GAIN,16-Jul-29
N,217417,1,GAIN,22-Mar-35
N,219491,1,GAIN,12-Dec-35
N,210910,1,GAIN,16-Nov-28
N,211109,2,GAIN,27-Aug-28
N,212271,1,GAIN,22-Oct-33
N,218230,1,GAIN,25-Mar-35
N,216165,1,GAIN,22-Feb-34
N,216974,1,GAIN,23-May-33
N,217906,1,GAIN,07-Feb-33
N,215650,1,GAIN,07-Dec-29
N,214520,1,GAIN,15-Nov-33
N,214520,2,GAIN,15-Nov-33
N,207500,2,GAIN,06-Sep-27
N,215152,1,GAIN,03-May-32
N,215153,1,GAIN,03-May-32
N,215888,1,GAIN,26-Apr-32
N,218275,1,GAIN,03-Apr-34
N,215151,1,GAIN,03-May-32
N,215151,2,GAIN,03-May-32
N,213004,1,GAIN,01-Nov-27
N,213972,1,GAIN,25-Oct-34
N,217628,1,GAIN,26-Sep-33
N,217417,1,GAIN,22-Mar-33
